,Power
671.6,-104.49
671.8,-108.66
672.0,-111.75
672.2,-106.57
672.4,-108.2
672.6,-104.49
672.8,-103.53
673.0,-104.08
673.2,-109.05
673.4,-109.91
673.6,-110.14
673.8,-104.77
674.0,-98.44
674.2,-113.88
674.4,-118.67
674.6,-109.88
674.8,-84.56
675.0,-75.41
675.2,-71.72
675.4,-72.86
675.6,-84.13
675.8,-94.22
676.0,-101.8
676.2,-98.49
676.4,-104.92
676.6,-102.78
676.8,-103.24
677.0,-108.16
677.2,-106.76
677.4,-104.02
677.6,-104.75
677.8,-110.8
678.0,-98.5
678.2,-95.89
678.4,-94.42
678.6,-96.22
678.8,-116.93
679.0,-128.76
679.2,-103.91
679.4,-89.81
679.6,-82.22
679.8,-80.55
680.0,-84.67
680.2,-91.47
680.4,-80.07
680.6,-80.03
680.8,-84.48
681.0,-99.34
681.2,-78.85
681.4,-78.2
681.6,-82.62
681.8,-85.5
682.0,-83.03
682.2,-78.83
682.4,-80.24
682.6,-86.02
682.8,-89.99
683.0,-85.3
683.2,-90.35
683.4,-88.76
683.6,-89.95
683.8,-91.58
684.0,-94.84
684.2,-92.17
684.4,-94.9
684.6,-90.63
684.8,-91.64
685.0,-88.75
685.2,-80.55
685.4,-83.34
685.6,-91.24
685.8,-95.51
686.0,-87.85
686.2,-93.72
686.4,-105.32
686.6,-115.74
686.8,-115.31
687.0,-108.89
687.2,-106.76
687.4,-114.24
687.6,-105.08
687.8,-101.85
688.0,-105.83
688.2,-119.43
688.4,-104.19
688.6,-101.48
688.8,-100.18
689.0,-102.35
689.2,-99.74
689.4,-100.94
689.6,-104.16
689.8,-104.83
690.0,-104.1
690.2,-102.48
690.4,-100.54
690.6,-97.87
690.8,-91.18
691.0,-90.89
691.2,-93.0
691.4,-100.02
691.6,-97.94
691.8,-94.9
692.0,-96.8
692.2,-105.28
692.4,-104.38
692.6,-100.38
692.8,-93.66
693.0,-92.39
693.2,-104.87
693.4,-101.08
693.6,-100.49
693.8,-102.37
694.0,-98.86
694.2,-95.27
694.4,-96.82
694.6,-104.18
694.8,-103.98
695.0,-109.55
695.2,-100.04
695.4,-96.2
695.6,-98.39
695.8,-99.14
696.0,-98.72
696.2,-100.2
696.4,-112.74
696.6,-102.39
696.8,-99.42
697.0,-97.67
697.2,-117.43
697.4,-105.21
697.6,-98.98
697.8,-95.88
698.0,-92.26
698.2,-96.4
698.4,-96.48
698.6,-96.01
698.8,-112.4
699.0,-103.57
699.2,-98.6
699.4,-100.28
699.6,-119.27
699.8,-105.76
700.0,-99.57
700.2,-98.97
